        0.0000000000       37.2530104565       39.6078545390
       -0.1000000000       36.8894962660       39.2285355121
       -0.2000000000       36.5366621626       38.8596289839
       -0.3000000000       36.1951989202       38.5018107929
       -0.4000000000       35.8627203430       38.1526793303
       -0.5000000000       35.5415749207       37.8145672170
       -0.6000000000       35.2338755206       37.4895710203
       -0.7000000000       34.9303485672       37.1684004620
       -0.8000000000       34.6458750335       36.8659194428
       -0.9000000000       34.3640924918       36.5657481290
       -1.0000000000       34.0973991172       36.2802669970
       -1.1000000000       33.8414801775       36.0051433649
       -1.2000000000       33.5832289714       35.7272523780
       -1.3000000000       33.3572861830       35.4812164110
       -1.4000000000       33.1263840249       35.2297492616
       -1.5000000000       32.9023863451       34.9846963087
       -1.6000000000       32.7054130575       34.7661589947
       -1.7000000000       32.5032492603       34.5419039952
       -1.8000000000       32.3048098078       34.3208278414
       -1.9000000000       32.1405130409       34.1333306993
       -2.0000000000       31.9707873331       33.9398229612
       -2.1000000000       31.7955515583       33.7402057565
       -2.2000000000       31.6573680673       33.5770239663
       -2.3000000000       31.5237579294       33.4177814989
       -2.4000000000       31.3843891649       33.2521295524
       -2.5000000000       31.2468066102       33.0875965024
       -2.6000000000       31.1529658566       32.9661218616
       -2.7000000000       31.0531094478       32.8379324905
       -2.8000000000       30.9471495851       32.7029253138
       -2.9000000000       30.8452536146       32.5712528152
       -3.0000000000       30.7885265877       32.4840056041
       -3.1000000000       30.7254251706       32.3896263306
       -3.2000000000       30.6558561404       32.2880081921
       -3.3000000000       30.5797245624       32.1790431246
       -3.4000000000       30.5567959281       32.1224839653
       -3.5000000000       30.5333622859       32.0646106217
       -3.6000000000       30.5030688700       31.9990567576
       -3.7000000000       30.4658115466       31.9257073235
       -3.8000000000       30.4462213098       31.8691831694
       -3.9000000000       30.4652342876       31.8504112120
       -4.0000000000       30.4769504204       31.8234833287
       -4.1000000000       30.4812501287       31.7882733099
       -4.2000000000       30.4780084161       31.7446513319
       -4.3000000000       30.5047316026       31.7301211656
       -4.4000000000       30.5609371211       31.7442005780
       -4.5000000000       30.6091844494       31.7494530264
       -4.6000000000       30.6493167811       31.7457302841
       -4.7000000000       30.6811658510       31.7328784490
       -4.8000000000       30.7331090935       31.7392965624
       -4.9000000000       30.8271699754       31.7870387230
       -5.0000000000       30.9123532836       31.8251515319
       -5.1000000000       30.9884223752       31.8534539243
       -5.2000000000       31.0551159753       31.8717570122
       -5.3000000000       31.1121443209       31.8798637559
       -5.4000000000       31.2365485961       31.9549323828
       -5.5000000000       31.3569883196       32.0257681197
       -5.6000000000       31.4666791845       32.0857655249
       -5.7000000000       31.5651739388       32.1346936328
       -5.8000000000       31.6519764223       32.1723134191
       -5.9000000000       31.7436208373       32.2154587826
       -6.0000000000       31.8935064597       32.3178700857
       -6.1000000000       32.0299237657       32.4082148636
       -6.2000000000       32.1522080972       32.4862305033
       -6.3000000000       32.2596849385       32.5516521314
       -6.4000000000       32.3516955268       32.6042146672
       -6.5000000000       32.4433514942       32.6593796168
       -6.6000000000       32.5952298550       32.7780016028
       -6.7000000000       32.7300606977       32.8829919394
       -6.8000000000       32.8475326836       32.9741092322
       -6.9000000000       32.9474605548       33.0511243620
       -7.0000000000       33.0297772604       33.1138227245
       -7.1000000000       33.0945157479       33.1620061160
       -7.2000000000       33.2244183077       33.2781276713
       -7.3000000000       33.3513468559       33.3937285007
       -7.4000000000       33.4611518069       33.4943299764
       -7.5000000000       33.5540286763       33.5798086990
       -7.6000000000       33.6301685510       33.6500596803
       -7.7000000000       33.6897495525       33.7049953168
       -7.8000000000       33.7573223496       33.7689342029
       -7.9000000000       33.8856251518       33.8944163489
       -8.0000000000       33.9977925439       34.0044102133
       -8.1000000000       34.0939283615       34.0988825922
       -8.2000000000       34.1741203116       34.1778096971
       -8.3000000000       34.2384420688       34.2411755866
       -8.4000000000       34.2869553625       34.2889707351
       -8.5000000000       34.3551679038       34.3566467511
       -8.6000000000       34.4779962884       34.4790764512
       -8.7000000000       34.5851480415       34.5859334786
       -8.8000000000       34.6766543015       34.6772229506
       -8.9000000000       34.7525417308       34.7529516881
       -9.0000000000       34.8128333738       34.8131277085
       -9.1000000000       34.8575493527       34.8577598262
       -9.2000000000       34.9016831294       34.9018330457
       -9.3000000000       35.0254919803       35.0255983543
       -9.4000000000       35.1337730535       35.1338482494
       -9.5000000000       35.2265393528       35.2265923144
       -9.6000000000       35.3038028252       35.3038399933
       -9.7000000000       35.3655745364       35.3656005294
       -9.8000000000       35.4118648104       35.4118829257
       -9.9000000000       35.4426833392       35.4426959219
      -10.0000000000       35.5317035369       35.5317122477
