       0.0	          1.03939707          2.12681573          3.57787751          4.87502520
      -0.2	          0.64060544          1.65897536          3.06724537          4.46077742
      -0.4	          1.80575093          2.75388966          4.12082778          4.85042634
      -0.6	         11.75428918         11.90344316         11.98848687         13.47322908
      -0.8	         11.26138886         11.39854443         11.47660466         12.93868112
      -1.0	         10.74923648         10.87529518         10.94694435         12.38264705
      -1.2	         10.21677386         10.33264968         10.39846043         11.80366083
      -1.4	          9.66289027          9.76950477          9.83004842         11.20019110
      -1.6	          9.08644687          9.18473009          9.24057890         10.57068217
      -1.8	          8.48625617          8.57714512          8.62887352          9.91355712
      -2.0	          7.86105951          7.94549645          7.99368332          9.22719683
      -2.2	          7.20951067          7.28844475          7.33367914          8.50994387
      -2.4	          6.53026374          6.60465991          6.64754992          7.76034152
      -2.6	          5.82183536          5.89269142          5.93388784          6.97676242
      -2.8	          5.08239895          5.15077337          5.19101088          6.15704221
      -3.0	          4.31053380          4.37750204          4.41756832          5.30105573
      -3.2	          3.50371873          3.57053861          3.61148238          4.40548344
      -3.4	          2.65996393          2.72796551          2.77107927          3.47026253
      -3.6	          1.77654498          1.84719327          1.89428026          2.49421866
      -3.8	          0.84935604          0.92425063          0.97813860          1.47464547
      -4.0	         -0.12530717         -0.04496452          0.02016405          0.41280148
      -4.2	         -1.15296009         -1.06731347         -0.98328893         -0.69088725
      -4.4	         -2.23974682         -2.15239205         -2.03637214         -1.83326629
      -4.6	         -3.39189733         -3.31117923         -3.14389479         -3.01045746
      -4.8	         -4.61372091         -4.54836357         -4.31063871         -4.22396741
      -5.0	         -5.90838039         -5.86131075         -5.54230617         -5.48511137
      -5.2	         -7.27579568         -7.24453463         -6.84315208         -6.80500307
      -5.4	         -8.71297765         -8.69326915         -8.21446838         -8.18916111
      -5.6	        -10.21851597        -10.20651922         -9.65719562         -9.64073027
      -5.8	        -11.78974615        -11.78269870        -11.16963888        -11.15918862
      -6.0	        -13.42745496        -13.42337151        -12.75199514        -12.74554089
      -6.2	        -15.12974003        -15.12737482        -14.40183745        -14.39795301
      -6.4	        -16.89603308        -16.89458813        -16.11785841        -16.11557651
      -6.6	        -18.72584859        -18.72481226        -17.89893514        -17.89763078
      -6.8	        -20.61877150        -20.61786279        -19.74420305        -19.74350373
      -7.0	        -22.57451820        -22.57361060        -21.65305007        -21.65278476
      -7.2	        -24.59290989        -24.59194698        -23.62551634        -23.62543371
      -7.4	        -26.67546155        -26.67385310        -25.66233087        -25.66231254
      -7.6	        -28.81669353        -28.81566248        -27.75887362        -27.75887167
      -7.8	        -31.02360999        -31.02200407        -29.92080587        -29.92080540
      -8.0	        -33.29084854        -33.28920016        -32.14364205        -32.14352758
      -8.2	        -35.61978736        -35.61816890        -34.42855651        -34.42847692
      -8.4	        -38.00864361        -38.00753777        -36.77397099        -36.77395811
      -8.6	        -40.46113266        -40.46003913        -39.18295442        -39.18295122
      -8.8	        -42.97511626        -42.97404721        -41.65377409        -41.65376784
      -9.0	        -45.55288059        -45.55112790        -44.18829499        -44.18829369
      -9.2	        -48.19000159        -48.18818744        -46.78277926        -46.78277823
      -9.4	        -50.88614440        -50.88510600        -49.43684347        -49.43683752
      -9.6	        -53.64586883        -53.64486761        -52.15447386        -52.15446489
      -9.8	        -56.46946959        -56.46740695        -54.93598365        -54.93598283
     -10.0	        -59.34908520        -59.34812694        -57.77431932        -57.77426395
