       0.0	         63.39478167         66.33240913         68.66990559         69.31722497         69.33395651         71.62437516
      -0.2	         62.39046683         65.29522881         67.64060514         68.25968611         68.26844432         70.56951613
      -0.4	         61.37006145         64.24248527         66.59781750         67.18586939         67.18961457         69.49969340
      -0.6	         60.33335935         63.17219683         65.53907040         66.08667861         66.10220098         68.41369816
      -0.8	         59.27992845         62.08390992         64.46391429         64.96778944         64.99971184         67.31111736
      -1.0	         58.20945415         60.97626367         63.37050094         63.82824038         63.88023479         66.19130368
      -1.2	         57.12103116         59.85393841         62.26685001         62.67382731         62.74877804         65.05494062
      -1.4	         56.01484098         58.70979719         61.14163090         61.49591269         61.59815568         63.89994014
      -1.6	         54.89005111         57.54742630         60.00113990         60.29903097         60.43242553         62.72670719
      -1.8	         53.74677400         56.36160018         58.83647086         59.07745633         59.24550615         61.53370187
      -2.0	         52.58384261         55.15791626         57.65715467         57.83845111         58.04457355         60.32152716
      -2.2	         51.40115483         53.93258440         56.45453333         56.58014005         56.82529659         59.08884421
      -2.4	         50.19823541         52.68535655         55.21980057         55.31124944         55.58758236         57.83470591
      -2.6	         48.97473574         51.41466221         53.93497729         54.04558960         54.32937628         56.55664876
      -2.8	         47.72974484         50.12385191         52.61039358         52.78410736         53.05635592         55.25236818
      -3.0	         46.46322505         48.80834747         51.25354835         51.50576050         51.76185836         53.90557178
      -3.2	         45.17479184         47.46694554         49.86782761         50.20401486         50.44378473         52.50617594
      -3.4	         43.86330995         46.10423010         48.45858493         48.88934483         49.11124648         51.07294869
      -3.6	         42.52886809         44.71477307         47.02162600         47.54914796         47.75468521         49.60832347
      -3.8	         41.17076101         43.29971032         45.55834387         46.18690972         46.37668901         48.11580338
      -4.0	         39.78830405         41.85970488         44.06949640         44.80540367         44.97963388         46.59648817
      -4.2	         38.38134450         40.39104443         42.55248252         43.39505923         43.55609063         45.04835841
      -4.4	         36.94907577         38.89591482         41.00931935         41.96405405         42.11098085         43.47306288
      -4.6	         35.49116972         37.37094976         39.43788246         40.50239399         40.63760490         41.86840259
      -4.8	         34.00649435         35.82107775         37.84176228         39.02676683         39.14978510         40.23819849
      -5.0	         32.49518770         34.23920739         36.21660090         37.51679652         37.62915821         38.57738708
      -5.2	         30.95625701         32.62821817         34.56466307         35.98245479         36.08483205         36.88847174
      -5.4	         29.38908897         30.98758272         32.88598693         34.42308760         34.51702212         35.17156737
      -5.6	         27.79312751         29.31603867         31.18023559         32.83608399         32.92311774         33.42606676
      -5.8	         26.16796802         27.61110345         29.44612989         31.21719318         31.29410571         31.64934215
      -6.0	         24.51188353         25.86570221         27.68075788         29.54738146         29.60342430         29.83258852
      -6.2	         22.81847936         24.13030020         25.92903934         27.92963386         28.02998510         28.10628180
      -6.4	         21.09786325         22.33344022         24.12730114         26.21016092         26.23649341         26.38691038
      -6.6	         19.34472827         20.50322550         22.30254627         24.36042773         24.50671890         24.64721638
      -6.8	         17.56876377         18.58106190         20.36425175         22.29801806         22.60657929         22.70781426
      -7.0	         15.74970769         16.67134567         18.46363011         20.33198543         20.78421508         20.89930059
      -7.2	         13.89744368         14.72823449         16.53853930         18.34089557         18.93746457         19.06408451
      -7.4	         12.01018664         12.74956969         14.58731728         16.32000761         17.05816392         17.19554099
      -7.6	         10.08952507         10.80514217         12.76393548         14.58914191         15.33522109         15.38081555
      -7.8	          8.13520363          8.75748292         10.78216365         12.55137295         13.37361660         13.43779809
      -8.0	          6.12591955          6.58507248          8.54513829         10.02215216         11.18655039         11.33897222
      -8.2	          4.08202832          4.45378969          6.45370622          7.82996989          9.13988212          9.29647620
      -8.4	          1.99600944          2.29419976          4.33394863          5.61402902          7.06157794          7.20837334
      -8.6	         -0.03757294          0.19147701          2.55843393          3.98073421          5.12360343          5.33618651
      -8.8	         -2.35502212         -2.09859466         -0.07682634          1.03692898          2.37387853          2.79829616
      -9.0	         -4.63434325         -4.31846546         -2.38188926         -1.30976937         -0.08503488          0.58138644
      -9.2	         -6.62322767         -6.54664771         -3.99245814         -2.96545962         -1.57941094         -1.26726460
      -9.4	         -9.36078738         -8.83796618         -7.18984032         -6.11539411         -5.00914062         -4.01075298
      -9.6	        -11.84216350        -11.16672428         -9.73247059         -8.67284545         -7.45849971         -6.44083213
      -9.8	        -13.77969494        -13.39186557        -11.35402993        -10.12818989         -8.78914961         -8.33927358
     -10.0	        -16.25475754        -15.75610865        -14.07324554        -12.49113069        -11.39473029        -10.82981134
