       -5.0000000000       31.2813027507       32.3856613643
       -5.2000000000       31.5307341755       32.5427996188
       -5.4000000000       31.7664886643       32.6831057831
       -5.6000000000       31.9651163042       32.7835865315
       -5.8000000000       32.1243209589       32.8426927290
       -6.0000000000       32.2900339984       32.9075139670
       -6.2000000000       32.6590434305       33.1765399098
       -6.4000000000       32.9780008354       33.3987611827
       -6.6000000000       33.2419473820       33.5721478285
       -6.8000000000       33.4456121254       33.6946188484
       -7.0000000000       33.5841435494       33.7641038927
       -7.2000000000       33.9743362747       34.0989666578
       -7.4000000000       34.2964503691       34.3793548568
       -7.6000000000       34.5481839635       34.6013626054
       -7.8000000000       34.7306457003       34.7636802009
       -8.0000000000       34.8453421395       34.8652929783
       -8.2000000000       35.0355649037       35.0473168401
       -8.4000000000       35.3662807353       35.3730496145
       -8.6000000000       35.6327398546       35.6365598238
       -8.8000000000       35.8355812148       35.8376968899
       -9.0000000000       35.9752575848       35.9764091134
       -9.2000000000       36.0520911192       36.0527077721
       -9.4000000000       36.2189390959       36.2192643220
       -9.6000000000       36.5430371574       36.5432062391
       -9.8000000000       36.8048387385       36.8049254590
      -10.0000000000       37.0044550267       37.0044989380
      -10.2000000000       37.1419796678       37.1420016335
      -10.4000000000       37.2174939416       37.2175048033
      -10.6000000000       37.2310700552       37.2310753674
      -10.8000000000       37.5791019455       37.5791045165
      -11.0000000000       37.8661192693       37.8661205012
      -11.2000000000       38.0913786289       38.0913792136
      -11.4000000000       38.2549313721       38.2549316471
      -11.6000000000       38.3568255288       38.3568256570
      -11.8000000000       38.3971062199       38.3971062792
      -12.0000000000       38.4485446930       38.4485447202
