&FCI NORB= 9,NELEC= 3,MS2= 0,
ORBSYM=1,1,1,1,1,1,1,1,1,
ISYM=1
&END
6.9579405370	1	1	1	1
-0.0015765127	1	1	1	2
-0.0799495962	1	1	1	3
0.0002003085	1	1	1	4
0.0019793961	1	1	1	5
-0.0000049630	1	1	1	6
-0.0000490246	1	1	1	7
0.0000001229	1	1	1	8
0.0000017177	1	1	1	9
-0.0015765127	1	1	2	1
6.9579405370	1	1	2	2
0.0002003085	1	1	2	3
-0.0799495962	1	1	2	4
-0.0000049630	1	1	2	5
0.0019793961	1	1	2	6
0.0000001229	1	1	2	7
-0.0000490246	1	1	2	8
-0.0000000043	1	1	2	9
-0.0799495962	1	1	3	1
0.0002003085	1	1	3	2
1.7334250122	1	1	3	3
0.0014792441	1	1	3	4
-0.0134192977	1	1	3	5
-0.0000242586	1	1	3	6
0.0003322732	1	1	3	7
0.0000006007	1	1	3	8
-0.0000116419	1	1	3	9
0.0002003085	1	1	4	1
-0.0799495962	1	1	4	2
0.0014792441	1	1	4	3
1.7334250122	1	1	4	4
-0.0000242586	1	1	4	5
-0.0134192977	1	1	4	6
0.0000006007	1	1	4	7
0.0003322733	1	1	4	8
-0.0000000210	1	1	4	9
0.0019793961	1	1	5	1
-0.0000049630	1	1	5	2
-0.0134192977	1	1	5	3
-0.0000242586	1	1	5	4
0.9565344455	1	1	5	5
0.0002341224	1	1	5	6
-0.0031307544	1	1	5	7
-0.0000027578	1	1	5	8
0.0001096551	1	1	5	9
-0.0000049630	1	1	6	1
0.0019793961	1	1	6	2
-0.0000242586	1	1	6	3
-0.0134192977	1	1	6	4
0.0002341224	1	1	6	5
0.9565344455	1	1	6	6
-0.0000027578	1	1	6	7
-0.0031307556	1	1	6	8
0.0000000966	1	1	6	9
-0.0000490246	1	1	7	1
0.0000001229	1	1	7	2
0.0003322732	1	1	7	3
0.0000006007	1	1	7	4
-0.0031307544	1	1	7	5
-0.0000027578	1	1	7	6
0.7591020017	1	1	7	7
0.0000650059	1	1	7	8
-0.0012992592	1	1	7	9
0.0000001229	1	1	8	1
-0.0000490246	1	1	8	2
0.0000006007	1	1	8	3
0.0003322733	1	1	8	4
-0.0000027578	1	1	8	5
-0.0031307556	1	1	8	6
0.0000650059	1	1	8	7
0.7591020383	1	1	8	8
-0.0000012809	1	1	8	9
0.0000017177	1	1	9	1
-0.0000000043	1	1	9	2
-0.0000116419	1	1	9	3
-0.0000000210	1	1	9	4
0.0001096551	1	1	9	5
0.0000000966	1	1	9	6
-0.0012992592	1	1	9	7
-0.0000012809	1	1	9	8
0.7105342317	1	1	9	9
-0.0016009456	1	2	1	1
6.6039883951	1	2	1	2
0.0002003450	1	2	1	3
-0.0805359338	1	2	1	4
-0.0000049639	1	2	1	5
0.0019939080	1	2	1	6
0.0000001229	1	2	1	7
-0.0000493840	1	2	1	8
-0.0000000043	1	2	1	9
6.6039883951	1	2	2	1
-0.0016009456	1	2	2	2
-0.0805359338	1	2	2	3
0.0002003450	1	2	2	4
0.0019939080	1	2	2	5
-0.0000049639	1	2	2	6
-0.0000493840	1	2	2	7
0.0000001229	1	2	2	8
0.0000017303	1	2	2	9
0.0002003450	1	2	3	1
-0.0805359338	1	2	3	2
0.0014584438	1	2	3	3
1.3287421009	1	2	3	4
-0.0000241810	1	2	3	5
-0.0141936172	1	2	3	6
0.0000005988	1	2	3	7
0.0003514375	1	2	3	8
-0.0000000210	1	2	3	9
-0.0805359338	1	2	4	1
0.0002003450	1	2	4	2
1.3287421009	1	2	4	3
0.0014584438	1	2	4	4
-0.0141936172	1	2	4	5
-0.0000241810	1	2	4	6
0.0003514374	1	2	4	7
0.0000005988	1	2	4	8
-0.0000123134	1	2	4	9
-0.0000049639	1	2	5	1
0.0019939080	1	2	5	2
-0.0000241810	1	2	5	3
-0.0141936172	1	2	5	4
0.0002209725	1	2	5	5
0.4841196256	1	2	5	6
-0.0000025956	1	2	5	7
-0.0042003556	1	2	5	8
0.0000000909	1	2	5	9
0.0019939080	1	2	6	1
-0.0000049639	1	2	6	2
-0.0141936172	1	2	6	3
-0.0000241810	1	2	6	4
0.4841196256	1	2	6	5
0.0002209725	1	2	6	6
-0.0042003540	1	2	6	7
-0.0000025956	1	2	6	8
0.0001471033	1	2	6	9
0.0000001229	1	2	7	1
-0.0000493840	1	2	7	2
0.0000005988	1	2	7	3
0.0003514374	1	2	7	4
-0.0000025956	1	2	7	5
-0.0042003540	1	2	7	6
0.0000680039	1	2	7	7
0.1916588603	1	2	7	8
-0.0000007787	1	2	7	9
-0.0000493840	1	2	8	1
0.0000001229	1	2	8	2
0.0003514375	1	2	8	3
0.0000005988	1	2	8	4
-0.0042003556	1	2	8	5
-0.0000025956	1	2	8	6
0.1916588603	1	2	8	7
0.0000680039	1	2	8	8
-0.0035253089	1	2	8	9
-0.0000000043	1	2	9	1
0.0000017303	1	2	9	2
-0.0000000210	1	2	9	3
-0.0000123134	1	2	9	4
0.0000000909	1	2	9	5
0.0001471033	1	2	9	6
-0.0000007787	1	2	9	7
-0.0035253089	1	2	9	8
0.0000393092	1	2	9	9
-0.0737013579	1	3	1	1
-0.0001650223	1	3	1	2
0.0042217544	1	3	1	3
-0.0000007791	1	3	1	4
-0.0001045764	1	3	1	5
0.0000000194	1	3	1	6
0.0000025901	1	3	1	7
-0.0000000005	1	3	1	8
-0.0000000907	1	3	1	9
-0.0001650223	1	3	2	1
-0.0737013579	1	3	2	2
-0.0000007791	1	3	2	3
0.0042217544	1	3	2	4
0.0000000194	1	3	2	5
-0.0001045764	1	3	2	6
-0.0000000005	1	3	2	7
0.0000025901	1	3	2	8
0.0042217544	1	3	3	1
-0.0000007791	1	3	3	2
0.0585493175	1	3	3	3
0.0001421666	1	3	3	4
-0.0009985769	1	3	3	5
-0.0000028087	1	3	3	6
0.0000247290	1	3	3	7
0.0000000696	1	3	3	8
-0.0000008664	1	3	3	9
-0.0000007791	1	3	4	1
0.0042217544	1	3	4	2
0.0001421666	1	3	4	3
0.0585493175	1	3	4	4
-0.0000028087	1	3	4	5
-0.0009985769	1	3	4	6
0.0000000696	1	3	4	7
0.0000247290	1	3	4	8
-0.0000000024	1	3	4	9
-0.0001045764	1	3	5	1
0.0000000194	1	3	5	2
-0.0009985769	1	3	5	3
-0.0000028087	1	3	5	4
0.0096636555	1	3	5	5
0.0000083022	1	3	5	6
-0.0000757640	1	3	5	7
-0.0000001200	1	3	5	8
0.0000026538	1	3	5	9
0.0000000194	1	3	6	1
-0.0001045764	1	3	6	2
-0.0000028087	1	3	6	3
-0.0009985769	1	3	6	4
0.0000083022	1	3	6	5
0.0096636555	1	3	6	6
-0.0000001200	1	3	6	7
-0.0000757640	1	3	6	8
0.0000000042	1	3	6	9
0.0000025901	1	3	7	1
-0.0000000005	1	3	7	2
0.0000247290	1	3	7	3
0.0000000696	1	3	7	4
-0.0000757640	1	3	7	5
-0.0000001200	1	3	7	6
0.0052329760	1	3	7	7
0.0000016284	1	3	7	8
-0.0000222118	1	3	7	9
-0.0000000005	1	3	8	1
0.0000025901	1	3	8	2
0.0000000696	1	3	8	3
0.0000247290	1	3	8	4
-0.0000001200	1	3	8	5
-0.0000757640	1	3	8	6
0.0000016284	1	3	8	7
0.0052329766	1	3	8	8
-0.0000000335	1	3	8	9
-0.0000000907	1	3	9	1
-0.0000008664	1	3	9	3
-0.0000000024	1	3	9	4
0.0000026538	1	3	9	5
0.0000000042	1	3	9	6
-0.0000222118	1	3	9	7
-0.0000000335	1	3	9	8
0.0044136343	1	3	9	9
-0.0001646880	1	4	1	1
-0.0751580226	1	4	1	2
-0.0000007779	1	4	1	3
0.0042181278	1	4	1	4
0.0000000194	1	4	1	5
-0.0001044867	1	4	1	6
-0.0000000005	1	4	1	7
0.0000025879	1	4	1	8
-0.0751580226	1	4	2	1
-0.0001646880	1	4	2	2
0.0042181278	1	4	2	3
-0.0000007779	1	4	2	4
-0.0001044867	1	4	2	5
0.0000000194	1	4	2	6
0.0000025879	1	4	2	7
-0.0000000005	1	4	2	8
-0.0000000907	1	4	2	9
-0.0000007779	1	4	3	1
0.0042181278	1	4	3	2
0.0001426082	1	4	3	3
0.0567707399	1	4	3	4
-0.0000028067	1	4	3	5
-0.0010038708	1	4	3	6
0.0000000695	1	4	3	7
0.0000248600	1	4	3	8
-0.0000000024	1	4	3	9
0.0042181278	1	4	4	1
-0.0000007779	1	4	4	2
