  35      1024       0.0  38.20464  40.72287   2.51823
        35      1024      -0.5  36.22069  38.63074   2.41005
        35      1024      -1.0  34.12987  36.43365   2.30378
        35      1024      -1.5  31.92286  34.12281   2.19995
        35      1024      -2.0  29.59110  31.68659   2.09549
        35      1024      -2.5  27.12630  29.11082   1.98452
        35      1024      -3.0  24.52059  26.37879   1.85820
        35      1024      -3.5  21.76544  23.47423   1.70879
        35      1024      -4.0  18.85025  20.38066   1.53041
        35      1024      -4.5  15.76087  17.08311   1.32224
        35      1024      -5.0  12.47840  13.56620   1.08780
        35      1024      -6.0   5.22760   5.81151   0.58392
        35      1024      -6.5   1.18139   1.53389   0.35250
        35      1024      -7.0  -3.22074  -3.04805   0.17269
        35      1024      -7.5  -8.03756  -7.97316   0.06440
        35      1024      -8.0 -13.29543 -13.27746   0.01797
        35      1024      -8.5 -18.98745 -18.97953   0.00792
        35      1024      -9.0 -25.08799 -25.07575   0.01224
        35      1024      -9.5 -31.56870 -31.55290   0.01581
        35      1024     -10.0 -38.41395 -38.40036   0.01359
        35      1024     -10.5 -45.62510 -45.61681   0.00829
        35      1024     -11.0 -53.21878 -53.21234   0.00644
        35      1024     -11.5 -61.21787 -61.20617   0.01171
        35      1024     -12.0 -69.63856 -69.61745   0.02111
        35      1024     -12.5 -78.47561 -78.44683   0.02878
        35      1024     -13.0 -87.70259 -87.67115   0.03144
