       0.0	         38.34001248         38.34031976         38.34033984         40.82332881         40.82334866         40.82357537
      -0.2	         37.55895540         37.55923588         37.55926103         40.01251403         40.01252387         40.01278587
      -0.4	         36.76197079         36.76222750         36.76225659         39.18482205         39.18482564         39.18512092
      -0.6	         35.94863282         35.94887028         35.94889850         38.33973271         38.33974014         38.34005209
      -0.8	         35.11821117         35.11842937         35.11846022         37.47629600         37.47629720         37.47664085
      -1.0	         34.27039237         34.27059547         34.27062385         36.59419456         36.59420420         36.59455655
      -1.2	         33.40435386         33.40454145         33.40457167         35.69231373         35.69231963         35.69270105
      -1.4	         32.51969031         32.51986445         32.51989506         34.77019232         34.77019917         34.77060245
      -1.6	         31.61586159         31.61602433         31.61605269         33.82712422         33.82713667         33.82754762
      -1.8	         30.69208792         30.69223944         30.69226845         32.86211984         32.86213162         32.86256518
      -2.0	         29.74792655         29.74806823         29.74809602         31.87462866         31.87464373         31.87508749
      -2.2	         28.78262446         28.78275662         28.78278489         30.86371019         30.86372592         30.86418835
      -2.4	         27.79557900         27.79570232         27.79573165         29.82858652         29.82860021         29.82908448
      -2.6	         26.78625960         26.78637459         26.78640325         28.76863143         28.76864710         28.76913678
      -2.8	         25.75378607         25.75389287         25.75392374         27.68275483         27.68276655         27.68328085
      -3.0	         24.69764364         24.69774245         24.69777516         26.57034177         26.57034982         26.57088144
      -3.2	         23.61708145         23.61717220         23.61720769         25.43051312         25.43051613         25.43106740
      -3.4	         22.51143678         22.51151960         22.51155795         24.26244812         24.26245265         24.26301346
      -3.6	         21.37986716         21.37994145         21.37998525         23.06526753         23.06528076         23.06586038
      -3.8	         20.22171621         20.22178222         20.22183201         21.83810902         21.83813557         21.83872578
      -4.0	         19.03610602         19.03616320         19.03622190         20.58009457         20.58013667         20.58074767
      -4.2	         17.82224592         17.82229387         17.82236405         19.29032579         19.29038663         19.29102157
      -4.4	         16.57931921         16.57935749         16.57944074         17.96789602         17.96797919         17.96862987
      -4.6	         15.30629438         15.30632314         15.30642020         16.61107866         16.61120839         16.61185549
      -4.8	         14.00251647         14.00253747         14.00265295         15.22210075         15.22217324         15.22286835
      -5.0	         12.66621405         12.66622851         12.66636499         13.79557721         13.79566009         13.79637573
      -5.2	         11.29631073         11.29632035         11.29648118         12.33197318         12.33206017         12.33280117
      -5.4	          9.89062824          9.89067014          9.89084252         10.82715740         10.82743948         10.82816255
      -5.6	          8.44835176          8.44842013          8.44862384          9.28524648          9.28557565          9.28634682
      -5.8	          6.96668405          6.96678594          6.96703735          7.70186628          7.70224853          7.70308912
      -6.0	          5.44370228          5.44372457          5.44406732          6.07838119          6.07854511          6.07948468
      -6.2	          3.87339019          3.87358519          3.87399561          4.40447939          4.40498129          4.40600637
      -6.4	          2.25511237          2.25516990          2.25570743          2.68929332          2.68951555          2.69062262
      -6.6	          0.57958109          0.57993002          0.58063477          0.91981479          0.92045982          0.92174770
      -6.8	         -1.15508915         -1.15463141         -1.15371010         -0.89789682         -0.89716762         -0.89571299
      -7.0	         -2.95492959         -2.95434924         -2.95317867         -2.76855246         -2.76773795         -2.76611393
      -7.2	         -4.82377686         -4.82305826         -4.82160018         -4.69435861         -4.69344823         -4.69163096
      -7.4	         -6.76001311         -6.75969301         -6.75821536         -6.67322852         -6.67271260         -6.67105838
      -7.6	         -8.77325747         -8.77231488         -8.77029210         -8.71741225         -8.71629307         -8.71410776
      -7.8	        -10.84897663        -10.84850241        -10.84663563        -10.81412287        -10.81338270        -10.81147309
      -8.0	        -13.00101118        -13.00003726        -12.99735682        -12.97920650        -12.97784046        -12.97520696
      -8.2	        -15.20993453        -15.20939144        -15.20728801        -15.19742618        -15.19631797        -15.19419029
      -8.4	        -17.48905399        -17.48853153        -17.48648344        -17.48179944        -17.48029537        -17.47810503
      -8.6	        -19.83234289        -19.83191416        -19.83020519        -19.82824269        -19.82607264        -19.82403358
      -8.8	        -22.24779861        -22.24770313        -22.24202224        -22.24036403        -22.23989057        -22.23446911
      -9.0	        -24.71899770        -24.71895822        -24.71272385        -24.71129721        -24.71116685        -24.70511820
      -9.2	        -27.24281926        -27.24272049        -27.24246988        -27.24231367        -27.23775156        -27.23615562
      -9.4	        -29.83848269        -29.83847487        -29.83815481        -29.83812484        -29.83315892        -29.83162598
      -9.6	        -32.49674819        -32.49673891        -32.49611522        -32.49609631        -32.49095494        -32.48946348
      -9.8	        -35.21712974        -35.21710653        -35.21619989        -35.21617167        -35.21088293        -35.20945887
     -10.0	        -38.01255615        -38.01255000        -38.00601850        -38.00128518        -38.00128185        -37.99436110
