       -0.0000000000	       38.4076986578	       38.4078134067	       38.4078134067	       38.4080429443	       38.4080429443	       38.4081577331	       40.8865322588	       40.8867443254	       40.8867443254	       40.8871685213	       40.8871685213	       40.8873806507	       42.7847831561	       42.7851226715	       42.7851226715	       42.7858024978	       42.7858024978	       42.7861428107	       43.4242469979	       43.4245650648	       43.4245650648	       43.4252015641	       43.4252015641	       43.4255200119	       43.4582046595	       43.4588572940	       43.4588572940	       43.4601623676	       43.4601623676	       43.4608148244	       45.3148069928	       45.3154458039	       45.3154458039	       45.3167257804	       45.3167257804	       45.3173669561	       46.0135479045	       46.0139793930	       46.0139793930	       46.0148431412	       46.0148431412	       46.0152756827	       46.0216252235	       46.0226610590	       46.0226610590	       46.0247303676	       46.0247303676	       46.0257641342	       47.2536781531	       47.2545169301	
       -0.1000000000	       38.0261030165	       38.0262121155	       38.0262121155	       38.0264303504	       38.0264303504	       38.0265394862	       40.4901052629	       40.4903108308	       40.4903108308	       40.4907220258	       40.4907220258	       40.4909276529	       42.3896973684	       42.3900195861	       42.3900195861	       42.3906647454	       42.3906647454	       42.3909876887	       43.0145508407	       43.0148620940	       43.0148620940	       43.0154850195	       43.0154850195	       43.0157967113	       43.0456651918	       43.0462844496	       43.0462844496	       43.0475227113	       43.0475227113	       43.0481417368	       44.9059142337	       44.9065313006	       44.9065313006	       44.9077676505	       44.9077676505	       44.9083869431	       45.5917303983	       45.5921543301	       45.5921543301	       45.5930033496	       45.5930033496	       45.5934299565	       45.5952951225	       45.5962952222	       45.5962952222	       45.5982902659	       45.5982902659	       45.5992867401	       46.8439039993	       46.8447019567	
       -0.2000000000	       37.6557308963	       37.6558346062	       37.6558346062	       37.6560420600	       37.6560420600	       37.6561458038	       40.1046745195	       40.1048738610	       40.1048738610	       40.1052725999	       40.1052725999	       40.1054719975	       42.0060977868	       42.0064034635	       42.0064034635	       42.0070154747	       42.0070154747	       42.0073218108	       42.6157062513	       42.6160110252	       42.6160110252	       42.6166210483	       42.6166210483	       42.6169263216	       42.6446475109	       42.6452348278	       42.6452348278	       42.6464091446	       42.6464091446	       42.6469961704	       44.5083560582	       44.5089521635	       44.5089521635	       44.5101464606	       44.5101464606	       44.5107446613	       45.1803359505	       45.1806754645	       45.1810904269	       45.1810904269	       45.1812882471	       45.1812882471	       45.1819409457	       45.1819409457	       45.1823485551	       45.1832272422	       45.1832272422	       45.1841860039	       46.4457999423	       46.4465587525	
       -0.3000000000	       37.2957458458	       37.2958444184	       37.2958444184	       37.2960415950	       37.2960415950	       37.2961401990	       39.7293894349	       39.7295828125	       39.7295828125	       39.7299696210	       39.7299696210	       39.7301630520	       41.6331547307	       41.6334445982	       41.6334445982	       41.6340249303	       41.6340249303	       41.6343153961	       42.2268534662	       42.2271520882	       42.2271520882	       42.2277498631	       42.2277498631	       42.2280490440	       42.2543328883	       42.2548896542	       42.2548896542	       42.2560028070	       42.2560028070	       42.2565592236	       44.1212922909	       44.1218681906	       44.1218681906	       44.1230219542	       44.1230219542	       44.1235998264	       44.7759198570	       44.7768466708	       44.7768466708	       44.7786989228	       44.7786989228	       44.7795173214	       44.7796338818	       44.7799362750	       44.7799362750	       44.7807556980	       44.7807556980	       44.7811656786	       46.0585395717	       46.0592608586	
       -0.4000000000	       36.9478975954	       36.9479912739	       36.9479912739	       36.9481786597	       36.9481786597	       36.9482723671	       39.3659850131	       39.3661726801	       39.3661726801	       39.3665480646	       39.3665480646	       39.3667357823	       41.2726246292	       41.2728993947	       41.2728993947	       41.2734494667	       41.2734494667	       41.2737247744	       41.8497180103	       41.8500108027	       41.8500108027	       41.8505969668	       41.8505969668	       41.8508903695	       41.8764891814	       41.8770167398	       41.8770167398	       41.8780714242	       41.8780714242	       41.8785985824	       43.7464682347	       43.7470246574	       43.7470246574	       43.7481393522	       43.7481393522	       43.7486976319	       44.3838051012	       44.3846998127	       44.3846998127	       44.3864904161	       44.3864904161	       44.3873884416	       44.3899753089	       44.3903842177	       44.3903842177	       44.3911958260	       44.3911958260	       44.3916006502	       45.6838823495	       45.6845676889	
       -0.5000000000	       36.6100787230	       36.6101677417	       36.6101677417	       36.6103458060	       36.6103458060	       36.6104348514	       39.0123385296	       39.0125207296	       39.0125207296	       39.0128851778	       39.0128851778	       39.0130674261	       40.9224066616	       40.9226670078	       40.9226670078	       40.9231881897	       40.9231881897	       40.9234490264	       41.4821673956	       41.4824546749	       41.4824546749	       41.4830298492	       41.4830298492	       41.4833177760	       41.5090274672	       41.5095271163	       41.5095271163	       41.5105259441	       41.5105259441	       41.5110251559	       43.3817712820	       43.3823089291	       43.3823089291	       43.3833859642	       43.3833859642	       43.3839253595	       44.0018926698	       44.0027560995	       44.0027560995	       44.0044843678	       44.0044843678	       44.0053504821	       44.0099106139	       44.0103136379	       44.0103136379	       44.0111150182	       44.0111150182	       44.0115146422	       45.3197302233	       45.3203811434	
       -0.6000000000	       36.2828778531	       36.2829624382	       36.2829624382	       36.2831316331	       36.2831316331	       36.2832162429	       38.6690227425	       38.6691997100	       38.6691997100	       38.6695536911	       38.6695536911	       38.6697307048	       40.5830959290	       40.5833425142	       40.5833425142	       40.5838361268	       40.5838361268	       40.5840831551	       41.1247643636	       41.1250464407	       41.1250464407	       41.1256112298	       41.1256112298	       41.1258939725	       41.1525552068	       41.1530282009	       41.1530282009	       41.1539737013	       41.1539737013	       41.1544462392	       43.0277840552	       43.0283036001	       43.0283036001	       43.0293443289	       43.0293443289	       43.0298655196	       43.6307794256	       43.6316126483	       43.6316126483	       43.6332807442	       43.6332807442	       43.6341166805	       43.6398795479	       43.6402776012	       43.6402776012	       43.6410692763	       43.6410692763	       43.6414639535	       44.9666807699	       44.9672987516	
       -0.7000000000	       35.9666447149	       35.9667250842	       35.9667250842	       35.9668858454	       35.9668858454	       35.9669662374	       38.3363709667	       38.3365429272	       38.3365429272	       38.3368868924	       38.3368868924	       38.3370588970	       40.2550484773	       40.2552819358	       40.2552819358	       40.2557492512	       40.2557492512	       40.2559831089	       40.7778320001	       40.7781091782	       40.7781091782	       40.7786641707	       40.7786641707	       40.7789420129	       40.8074412604	       40.8078888126	       40.8078888126	       40.8087834329	       40.8087834329	       40.8092305295	       42.6848493962	       42.6853514843	       42.6853514843	       42.6863572032	       42.6863572032	       42.6868608403	       43.2708231078	       43.2716271938	       43.2716271938	       43.2732373901	       43.2732373901	       43.2740445941	       43.2801987034	       43.2805924556	       43.2805924556	       43.2813751442	       43.2813751442	       43.2817651672	       44.6250921916	       44.6256786693	
       -0.8000000000	       35.6614901479	       35.6615665110	       35.6615665110	       35.6617192581	       35.6617192581	       35.6617956422	       38.0144771010	       38.0146442712	       38.0146442712	       38.0149786537	       38.0149786537	       38.0151458661	       39.9383812636	       39.9386022052	       39.9386022052	       39.9390444468	       39.9390444468	       39.9392657475	       40.4414538123	       40.4417263862	       40.4417263862	       40.4422721553	       40.4422721553	       40.4425453740	       40.4738158455	       40.4742391302	       40.4742391302	       40.4750852373	       40.4750852373	       40.4755080841	       42.3530702960	       42.3535555438	       42.3535555438	       42.3545274911	       42.3545274911	       42.3550141964	       42.9221422768	       42.9229182117	       42.9229182117	       42.9244726912	       42.9244726912	       42.9252526047	       42.9309450853	       42.9313352451	       42.9313352451	       42.9321096620	       42.9321096620	       42.9324952814	       44.2950832585	       44.2956396204	
       -0.9000000000	       35.3672861084	       35.3673586672	       35.3673586672	       35.3675038040	       35.3675038040	       35.3675763821	       37.7031956608	       37.7033582484	       37.7033582484	       37.7036834645	       37.7036834645	       37.7038460929	       39.6329721128	       39.6331811232	       39.6331811232	       39.6335994657	       39.6335994657	       39.6338087984	       40.1154738260	       40.1157420814	       40.1157420814	       40.1162791854	       40.1162791854	       40.1165480533	       40.1515704901	       40.1519706446	       40.1519706446	       40.1527705262	       40.1527705262	       40.1531702733	       42.0323098098	       42.0327788041	       42.0327788041	       42.0337181583	       42.0337181583	       42.0341885236	       42.5846162561	       42.5853648217	       42.5853648217	       42.5868655146	       42.5868655146	       42.5876198607	       42.5919562716	       42.5923438720	       42.5923438720	       42.5931105658	       42.5931105658	       42.5934918721	       43.9765332463	       43.9770608347	
       -1.0000000000	       35.0836656776	       35.0837346260	       35.0837346260	       35.0838725408	       35.0838725408	       35.0839415071	       37.4021418160	       37.4023000208	       37.4023000208	       37.4026164698	       37.4026164698	       37.4027747139	       39.3384596626	       39.3386573031	       39.3386573031	       39.3390528721	       39.3390528721	       39.3392508011	       39.7994967054	       39.7997609187	       39.7997609187	       39.8002899027	       39.8002899027	       39.8005546885	       39.8403579790	       39.8407361046	       39.8407361046	       39.8414919708	       39.8414919708	       39.8418697273	       41.7221909539	       41.7226442508	       41.7226442508	       41.7235521286	       41.7235521286	       41.7240067145	       42.2578850693	       42.2586063823	       42.2586063823	       42.2600539544	       42.2600539544	       42.2607862148	       42.2628306129	       42.2632184889	       42.2632184889	       42.2639768310	       42.2639768310	       42.2643532927	       43.6690818702	       43.6695819825	
       -1.1000000000	       34.8100230684	       34.8100885931	       34.8100885931	       34.8102196590	       34.8102196590	       34.8102852002	       37.1106914357	       37.1108454491	       37.1108454491	       37.1111535139	       37.1111535139	       37.1113075653	       39.0542432892	       39.0544300966	       39.0544300966	       39.0548039681	       39.0548039681	       39.0549910327	       39.4928879015	       39.4931483415	       39.4931483415	       39.4936697388	       39.4936697388	       39.4939307078	       39.5395922952	       39.5399494575	       39.5399494575	       39.5406634424	       39.5406634424	       39.5410202771	       41.4220965752	       41.4225346986	       41.4225346986	       41.4234121518	       41.4234121518	       41.4238514863	       41.9413493763	       41.9420378141	       41.9420378141	       41.9429274774	       41.9432031504	       41.9432031504	       41.9435538611	       41.9435538611	       41.9440735302	       41.9440735302	       41.9441521597	       41.9444389212	       43.3721292165	       43.3726031051	
       -1.2000000000	       34.5455136341	       34.5455759142	       34.5455759142	       34.5457004897	       34.5457004897	       34.5457627851	       36.8279811367	       36.8281311423	       36.8281311423	       36.8284311901	       36.8284311901	       36.8285812324	       38.7794830057	       38.7796594912	       38.7796594912	       38.7800126905	       38.7800126905	       38.7801894047	       39.1947738401	       39.1950307689	       39.1950307689	       39.1955451034	       39.1955451034	       39.1958025178	       39.2484485545	       39.2487857838	       39.2487857838	       39.2494599468	       39.2494599468	       39.2497968898	       41.1311691803	       41.1315926202	       41.1315926202	       41.1324406323	       41.1324406323	       41.1328652089	       41.6313675561	       41.6317367186	       41.6317367186	       41.6324821377	       41.6324821377	       41.6328694666	       41.6341704047	       41.6348595344	       41.6348595344	       41.6362081737	       41.6362081737	       41.6368787604	       43.0848356688	       43.0852845419	
       -1.3000000000	       34.2918733757	       34.2919325833	       34.2919325833	       34.2920510127	       34.2920510127	       34.2921102345	       36.5557278377	       36.5558740113	       36.5558740113	       36.5561663941	       36.5561663941	       36.5563126034	       38.5159188140	       38.5160854629	       38.5160854629	       38.5164189628	       38.5164189628	       38.5165858141	       38.9068616625	       38.9071153381	       38.9071153381	       38.9076231269	       38.9076231269	       38.9078772468	       38.9686824341	       38.9690007250	       38.9690007250	       38.9696370526	       38.9696370526	       38.9699550963	       40.8511302068	       40.8515394164	       40.8515394164	       40.8523588972	       40.8523588972	       40.8527691724	       41.3298527456	       41.3302231019	       41.3302231019	       41.3309693391	       41.3309693391	       41.3313468550	       41.3380893815	       41.3387479635	       41.3387479635	       41.3400559959	       41.3400559959	       41.3407070859	       42.8089413316	       42.8093663536	
       -1.4000000000	       34.0514123024	       34.0514686027	       34.0514686027	       34.0515812163	       34.0515812163	       34.0516375296	       36.2962221704	       36.2963646806	       36.2963646806	       36.2966497358	       36.2966497358	       36.2967922808	       38.2658638392	       38.2660211091	       38.2660211091	       38.2663358269	       38.2663358269	       38.2664932750	       38.6314329013	       38.6316835794	       38.6316835794	       38.6321853372	       38.6321853372	       38.6324364218	       38.7026234471	       38.7029237590	       38.7029237590	       38.7035241661	       38.7035241661	       38.7038242666	       40.5842730576	       40.5846684505	       40.5846684505	       40.5854602294	       40.5854602294	       40.5858566193	       41.0406599913	       41.0410299047	       41.0410299047	       41.0417736614	       41.0417736614	       41.0421480757	       41.0554208151	       41.0560560225	       41.0560560225	       41.0573210730	       41.0573210730	       41.0579514911	       42.5467593026	       42.5471615942	
       -1.5000000000	       33.8186957140	       33.8187492653	       33.8187492653	       33.8188563800	       33.8188563800	       33.8189099435	       36.0440098168	       36.0441488254	       36.0441488254	       36.0444268763	       36.0444268763	       36.0445659188	       38.0238852645	       38.0240335832	       38.0240335832	       38.0243303764	       38.0243303764	       38.0244788511	       38.3630252055	       38.3632731433	       38.3632731433	       38.3637693875	       38.3637693875	       38.3640176976	       38.4448561338	       38.4451393911	       38.4451393911	       38.4457057225	       38.4457057225	       38.4459888007	       40.3251439263	       40.3255258712	       40.3255258712	       40.3262906883	       40.3262906883	       40.3266735641	       40.7583232049	       40.7586926003	       40.7586926003	       40.7594344154	       40.7594344154	       40.7598071041	       40.7807337009	       40.7813473186	       40.7813473186	       40.7825707433	       40.7825707433	       40.7831808231	       42.2928568641	       42.2932375026	
       -1.6000000000	       33.5931936246	       33.5932445788	       33.5932445788	       33.5933464985	       33.5933464985	       33.5933974640	       35.7985409928	       35.7986766547	       35.7986766547	       35.7989480115	       35.7989480115	       35.7990837066	       37.7894531980	       37.7895929603	       37.7895929603	       37.7898726199	       37.7898726199	       37.7900125174	       38.1010824274	       38.1013278872	       38.1013278872	       38.1018191464	       38.1018191464	       38.1020649486	       38.1948693888	       38.1951364817	       38.1951364817	       38.1956705136	       38.1956705136	       38.1959374558	       40.0731905572	       40.0735593723	       40.0735593723	       40.0742978657	       40.0742978657	       40.0746675473	       40.4822835498	       40.4826526937	       40.4826526937	       40.4833934413	       40.4833934413	       40.4837651935	       40.5135008707	       40.5140940383	       40.5140940383	       40.5152774120	       40.5152774120	       40.5158677705	       42.0467048145	       42.0470648335	
       -1.7000000000	       33.3846163132	       33.3846648159	       33.3846648159	       33.3847618317	       33.3847618317	       33.3848103449	       35.5695060605	       35.5696385244	       35.5696385244	       35.5699034848	       35.5699034848	       35.5700359812	       37.5722752787	       37.5724068405	       37.5724068405	       37.5726700802	       37.5726700802	       37.5728017582	       37.8552912298	       37.8555344857	       37.8555344857	       37.8560213114	       37.8560213114	       37.8562648834	       37.9623919101	       37.9626436950	       37.9626436950	       37.9631471366	       37.9631471366	       37.9633987956	       39.8380968073	       39.8384527515	       39.8384527515	       39.8391654401	       39.8391654401	       39.8395221877	       40.2222261966	       40.2225954942	       40.2225954942	       40.2233361706	       40.2233361706	       40.2237076404	       40.2634344718	       40.2640081273	       40.2640081273	       40.2651530156	       40.2651530156	       40.2657243427	       41.8180129235	       41.8183533128	
       -1.8000000000	       33.1814353689	       33.1814815595	       33.1814815595	       33.1815739505	       33.1815739505	       33.1816201508	       35.3453566388	       35.3454860476	       35.3454860476	       35.3457448971	       35.3457448971	       35.3458743379	       37.3608160184	       37.3609396889	       37.3609396889	       37.3611871284	       37.3611871284	       37.3613108976	       37.6141039521	       37.6143452987	       37.6143452987	       37.6148282836	       37.6148282836	       37.6150699235	       37.7359131392	       37.7361504396	       37.7361504396	       37.7366249342	       37.7366249342	       37.7368621302	       39.6083021756	       39.6086454366	       39.6086454366	       39.6093326966	       39.6093326966	       39.6096766985	       39.9666031193	       39.9669730656	       39.9669730656	       39.9677147729	       39.9677147729	       39.9680865938	       40.0190069476	       40.0195619316	       40.0195619316	       40.0206698519	       40.0206698519	       40.0212228510	       41.5952508819	       41.5955725866	
       -1.9000000000	       32.9877566818	       32.9878006939	       32.9878006939	       32.9878887273	       32.9878887273	       32.9879327485	       35.1301786612	       35.1303051523	       35.1303051523	       35.1305581658	       35.1305581658	       35.1306846882	       37.1591664961	       37.1592825242	       37.1592825242	       37.1595146627	       37.1595146627	       37.1596307733	       37.3816150229	       37.3818547898	       37.3818547898	       37.3823345957	       37.3823345957	       37.3825746361	       37.5195561432	       37.5197797502	       37.5197797502	       37.5202268770	       37.5202268770	       37.5204503982	       39.3878723963	       39.3882030741	       39.3882030741	       39.3888651055	       39.3888651055	       39.3891964619	       39.7195087366	       39.7198799106	       39.7198799106	       39.7206238795	       39.7206238795	       39.7209967161	       39.7843239714	       39.7848610631	       39.7848610631	       39.7859334762	       39.7859334762	       39.7864688421	       41.3825211939	       41.3828251128	
       -2.0000000000	       32.8078392729	       32.8078812345	       32.8078812345	       32.8079651661	       32.8079651661	       32.8080071362	       34.9282112732	       34.9283349788	       34.9283349788	       34.9285824208	       34.9285824208	       34.9287061573	       36.9715562134	       36.9716647668	       36.9716647668	       36.9718819415	       36.9718819415	       36.9719905630	       37.1620868903	       37.1623254633	       37.1623254633	       37.1628028644	       37.1628028644	       37.1630416935	       37.3175963338	       37.3178070070	       37.3178070070	       37.3182282824	       37.3182282824	       37.3184388857	       39.1810143479	       39.1813324314	       39.1813324314	       39.1819692118	       39.1819692118	       39.1822879111	       39.4852029312	       39.4855760092	       39.4855760092	       39.4863236430	       39.4863236430	       39.4866982290	       39.5636432286	       39.5641631607	       39.5641631607	       39.5652014704	       39.5652014704	       39.5657198807	       41.1840779038	       41.1843648864	
       -2.1000000000	       32.6300108458	       32.6300508794	       32.6300508794	       32.6301309544	       32.6301309544	       32.6301709959	       34.7277624517	       34.7278834994	       34.7278834994	       34.7281256254	       34.7281256254	       34.7282467036	       36.7862521595	       36.7863532958	       36.7863532958	       36.7865556244	       36.7865556244	       36.7866568168	       36.9438821900	       36.9441200413	       36.9441200413	       36.9445959833	       36.9445959834	       36.9448340748	       37.1183769064	       37.1185753745	       37.1185753745	       37.1189722536	       37.1189722536	       37.1191706657	       38.9759849505	       38.9762902855	       38.9762902855	       38.9769015053	       38.9769015053	       38.9772073922	       39.2520335393	       39.2524093227	       39.2524093227	       39.2531622612	       39.2531622612	       39.2535394389	       39.3452899332	       39.3457934009	       39.3457934009	       39.3467989548	       39.3467989548	       39.3473010661	       40.9882420300	       40.9885128719	
       -2.2000000000	       32.4718190319	       32.4718572548	       32.4718572548	       32.4719337079	       32.4719337079	       32.4719719381	       34.5463603165	       34.5464788299	       34.5464788299	       34.5467158867	       34.5467158867	       34.5468344301	       36.6206648886	       36.6207585421	       36.6207585421	       36.6209458972	       36.6209458972	       36.6210395989	       36.7446602878	       36.7448979905	       36.7448979905	       36.7453736180	       36.7453736180	       36.7456115435	       36.9394599722	       36.9396469338	       36.9396469338	       36.9400208122	       36.9400208122	       36.9402077297	       38.7902306468	       38.7905228928	       38.7905228928	       38.7911078693	       38.7911078693	       38.7914006018	       39.0375996555	       39.0379791120	       39.0379791120	       39.0387393184	       39.0387393184	       39.0391200862	       39.1468080517	       39.1472957172	       39.1472957172	       39.1482698096	       39.1482698096	       39.1487562562	       40.8125526577	       40.8128080913	
       -2.3000000000	       32.3154119500	       32.3154484745	       32.3154484745	       32.3155215305	       32.3155215305	       32.3155580619	       34.3661337542	       34.3662498529	       34.3662498529	       34.3664820800	       34.3664820800	       34.3665982085	       36.4565775671	       36.4566637912	       36.4566637912	       36.4568362877	       36.4568362877	       36.4569225601	       36.5469094812	       36.5471474668	       36.5471474668	       36.5476236382	       36.5476236382	       36.5478618245	       36.7630070056	       36.7631831302	       36.7631831302	       36.7635353450	       36.7635353450	       36.7637114356	       38.6057462198	       38.6060247994	       38.6060247994	       38.6065823769	       38.6065823769	       38.6068613765	       38.8241542427	       38.8245385555	       38.8245385555	       38.8253084182	       38.8253084182	       38.8256939825	       38.9503408580	       38.9508133543	       38.9508133543	       38.9517572285	       38.9517572285	       38.9522286226	       40.6391472548	       40.6393879339	
       -2.4000000000	       32.1735695194	       32.1736044532	       32.1736044532	       32.1736743272	       32.1736743272	       32.1737092675	       34.1998437920	       34.1999575925	       34.1999575925	       34.2001852228	       34.2001852228	       34.2002990528	       36.3055106847	       36.3055925313	       36.3055925313	       36.3057562475	       36.3057562475	       36.3058381171	       36.3646450405	       36.3648807214	       36.3648807214	       36.3653522895	       36.3653522895	       36.3655881770	       36.6018100460	       36.6019759746	       36.6019759746	       36.6023078062	       36.6023078062	       36.6024737096	       38.4350641056	       38.4353281737	       38.4353281737	       38.4358566624	       38.4358566624	       38.4361210844	       38.6246777621	       38.6250683613	       38.6250683613	       38.6258507561	       38.6258507561	       38.6262425637	       38.7686622601	       38.7691201934	       38.7691201934	       38.7700350451	       38.7700350451	       38.7704919769	       40.4807925072	       40.4810189754	
       -2.5000000000	       32.0377640602	       32.0377975064	       32.0377975064	       32.0378644049	       32.0378644049	       32.0378978572	       34.0389442546	       34.0390558705	       34.0390558705	       34.0392791315	       34.0392791315	       34.0393907767	       36.1535086874	       36.1536154030	       36.1536154030	       36.1538283117	       36.1538283117	       36.1539345072	       36.1947438985	       36.1949484729	       36.1949484729	       36.1953583562	       36.1953583562	       36.1955636630	       36.4473521900	       36.4475085359	       36.4475085359	       36.4478212095	       36.4478212095	       36.4479775375	       38.2692310738	       38.2694796187	       38.2694796187	       38.2699770005	       38.2699770005	       38.2702258385	       38.4310230188	       38.4314214806	       38.4314214806	       38.4322195673	       38.4322195673	       38.4326192025	       38.5932374338	       38.5936813862	       38.5936813862	       38.5945683661	       38.5945683661	       38.5950114050	       40.3289437714	       40.3291563954	
       -2.6000000000	       31.9130345755	       31.9130666330	       31.9130666330	       31.9131307539	       31.9131307539	       31.9131628172	       33.8884560974	       33.8885656402	       33.8885656402	       33.8887847547	       33.8887847547	       33.8888943265	       35.9960578544	       35.9962238983	       35.9962238983	       35.9965553862	       35.9965553862	       35.9967208292	       36.0517754564	       36.0519148909	       36.0519148909	       36.0521945567	       36.0521945567	       36.0523347892	       36.3046817673	       36.3048291168	       36.3048291168	       36.3051238040	       36.3051238040	       36.3052711421	       38.1125163836	       38.1127488611	       38.1127488611	       38.1132140613	       38.1132140613	       38.1134467846	       38.2489559032	       38.2493633158	       38.2493633158	       38.2501792686	       38.2501792686	       38.2505878179	       38.4290971605	       38.4295276919	       38.4295276919	       38.4303879091	       38.4303879091	       38.4308176047	       40.1886159936	       40.1888147984	
